ntasks,algo,freq,total_time_s,task_id,work_time_s,switch_time_s,load_balancer_time_s
64,gilbert,1,3.137846,30,0.99297,0.00462,1.965771
64,gilbert,1,3.137846,7,0.859489,0.007759,2.100625
64,gilbert,1,3.137846,25,0.950343,0.128801,1.88391
64,gilbert,1,3.137846,14,0.886742,0.014874,2.061406
64,gilbert,1,3.137846,20,0.923862,0.008282,2.033128
64,gilbert,1,3.137846,2,0.80595,0.1266,2.03535
64,gilbert,1,3.137846,6,0.850092,0.01022,2.107597
64,gilbert,1,3.137846,1,0.804126,0.121968,2.041827
64,gilbert,1,3.137846,8,0.831951,0.013525,2.117797
64,gilbert,1,3.137846,23,0.971957,0.126446,1.864925
64,gilbert,1,3.137846,33,0.902554,0.026155,2.034578
64,gilbert,1,3.137846,57,1.031218,0.129619,1.816072
64,gilbert,1,3.137846,0,0.778915,0.018024,2.170972
64,gilbert,1,3.137846,36,0.921119,0.127389,1.916458
64,gilbert,1,3.137846,21,0.945249,0.00863,2.011292
64,gilbert,1,3.137846,38,0.948171,0.117985,1.898875
64,gilbert,1,3.137846,59,1.065277,0.603336,1.308303
64,gilbert,1,3.137846,39,0.97493,0.117236,1.873308
64,gilbert,1,3.137846,37,0.949611,0.037014,1.978372
64,gilbert,1,3.137846,40,0.923992,0.009732,2.031767
64,gilbert,1,3.137846,43,0.973414,0.022984,1.969051
64,gilbert,1,3.137846,52,1.0231,0.124824,1.829078
64,gilbert,1,3.137846,13,0.912242,0.010848,2.039911
64,gilbert,1,3.137846,45,0.992372,0.125842,1.847299
64,gilbert,1,3.137846,47,1.02025,0.113188,1.832128
64,gilbert,1,3.137846,24,0.92413,0.12892,1.910257
64,gilbert,1,3.137846,60,1.010688,0.442502,1.523849
64,gilbert,1,3.137846,35,0.92574,0.120852,1.918394
64,gilbert,1,3.137846,46,0.993869,0.113223,1.858389
64,gilbert,1,3.137846,56,1.019817,0.128876,1.828224
64,gilbert,1,3.137846,51,1.022287,0.125176,1.81801
64,gilbert,1,3.137846,50,0.990654,0.609878,1.365039
64,gilbert,1,3.137846,11,0.876813,0.019252,2.067171
64,gilbert,1,3.137846,17,0.900099,0.023355,2.039289
64,gilbert,1,3.137846,12,0.87776,0.017042,2.068444
64,gilbert,1,3.137846,5,0.857893,0.011538,2.09847
64,gilbert,1,3.137846,27,0.977751,0.127122,1.85843
64,gilbert,1,3.137846,31,1.016431,0.02251,1.924385
64,rcb,1,1.330313,43,0.966558,0.018386,0.323048
64,rcb,1,1.330313,51,1.011884,0.022193,0.273928
64,rcb,1,1.330313,44,0.960176,0.017858,0.330025
64,rcb,1,1.330313,47,1.01871,0.019519,0.269783
64,rcb,1,1.330313,63,1.116797,0.031832,0.159405
64,rcb,1,1.330313,46,0.990402,0.018054,0.299555
64,rcb,1,1.330313,3,0.817241,0.002716,0.487993
64,rcb,1,1.330313,16,0.85659,0.001577,0.449882
64,rcb,1,1.330313,4,0.815089,0.002073,0.490844
64,rcb,1,1.330313,8,0.810294,0.002477,0.495287
64,rcb,1,1.330313,61,1.089816,0.034666,0.183495
64,rcb,1,1.330313,58,1.032265,0.021798,0.253982
64,rcb,1,1.330313,29,0.989558,0.022028,0.296488
64,rcb,1,1.330313,54,1.034483,0.025429,0.248006
64,rcb,1,1.330313,55,1.065792,0.030569,0.211622
64,rcb,1,1.330313,59,1.066401,0.023435,0.218217
64,rcb,1,1.330313,53,1.038817,0.027448,0.241746
64,rcb,1,1.330313,60,1.056477,0.027481,0.224095
64,rcb,1,1.330313,2,0.7851,0.002155,0.520736
64,rcb,1,1.330313,0,0.762797,0.010682,0.534542
64,rcb,1,1.330313,1,0.790367,0.004089,0.513545
64,rcb,1,1.330313,32,0.850615,0.010702,0.446741
64,rcb,1,1.330313,52,1.008507,0.017921,0.281536
64,rcb,1,1.330313,49,0.980442,0.01829,0.309265
64,rcb,1,1.330313,50,0.985681,0.020786,0.301542
64,rcb,1,1.330313,57,1.041885,0.020354,0.245754
64,rcb,1,1.330313,41,0.942,0.02537,0.34058
64,rcb,1,1.330313,45,0.993396,0.025046,0.28951
64,rcb,1,1.330313,39,0.974204,0.019789,0.313963
64,rcb,1,1.330313,36,0.913394,0.008439,0.3861
64,rcb,1,1.330313,56,1.004864,0.022169,0.280984
64,rcb,1,1.330313,48,0.950387,0.024243,0.333372
64,rcb,1,1.330313,23,0.969816,0.003662,0.334519
64,rcb,1,1.330313,37,0.942994,0.011952,0.353086
64,rcb,1,1.330313,42,0.937311,0.021624,0.349089
64,rcb,1,1.330313,25,0.938078,0.01043,0.359566
64,rcb,1,1.330313,38,0.936913,0.025288,0.345778
64,rcb,1,1.330313,5,0.838355,0.001538,0.468125
64,rcb,1,1.330313,62,1.085775,0.034548,0.187683
64,rcb,1,1.330313,28,0.962381,0.015285,0.33033
64,rcb,1,1.330313,10,0.845155,0.008669,0.454145
64,rcb,1,1.330313,9,0.840441,0.003803,0.463767
64,rcb,1,1.330313,20,0.906771,0.001145,0.40007
64,rcb,1,1.330313,26,0.940915,0.013099,0.354002
64,rcb,1,1.330313,13,0.897482,0.009248,0.401301
64,rcb,1,1.330313,7,0.868572,0.017408,0.422026
64,rcb,1,1.330313,14,0.893805,0.002623,0.411593
64,rcb,1,1.330313,19,0.91552,0.004271,0.388205
64,rcb,1,1.330313,11,0.875347,0.005161,0.427563
64,rcb,1,1.330313,15,0.921318,0.014445,0.372252
64,rcb,1,1.330313,40,0.905555,0.0227,0.379799
64,rcb,1,1.330313,6,0.841405,0.017364,0.449238
64,rcb,1,1.330313,33,0.887089,0.012713,0.408208
64,rcb,1,1.330313,30,0.987697,0.023598,0.296687
64,rcb,1,1.330313,34,0.885969,0.019125,0.402937
64,rcb,1,1.330313,27,0.96626,0.019695,0.32205
64,rcb,1,1.330313,17,0.882723,0.008181,0.417116
64,rcb,1,1.330313,31,1.023779,0.029514,0.254771
64,rcb,1,1.330313,22,0.94079,0.011383,0.355816
64,rcb,1,1.330313,24,0.910261,0.011367,0.386313
64,rcb,1,1.330313,35,0.920301,0.023829,0.363923
64,rcb,1,1.330313,12,0.861323,0.018338,0.428401
64,rcb,1,1.330313,18,0.88937,0.010401,0.408208
64,rcb,1,1.330313,21,0.937786,0.008178,0.361979
64,rcbincr,1,1.335412,58,1.032047,0.015035,0.264379
64,rcbincr,1,1.335412,53,1.038666,0.014557,0.258115
64,rcbincr,1,1.335412,57,1.041717,0.012587,0.257103
64,rcbincr,1,1.335412,43,0.966052,0.008661,0.336733
64,rcbincr,1,1.335412,63,1.116629,0.017044,0.177715
